A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Y-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,YAxis,ITPortfolio,Portfolio,IndicatorType
The prioritization schemes assigned to the object class that is the target of the configuration.,Prioritization Schemes,N/N,12/15/2021 15:39,The prioritization schemes assigned to the object class that is the target of the configuration.,6/26/2024 12:59,PrioritizationSchemes,ClassConfiguration,Class Configuration,PrioritizationScheme
The project evaluation types assigned to the object class that is the target of the configuration.,Project Evaluation Types,N/N,12/15/2021 15:39,The project evaluation types assigned to the object class that is the target of the configuration.,6/26/2024 12:59,ProjectEvaluationTypes,ClassConfiguration,Class Configuration,EvaluationType
The project for which the as-is architecture is defined.,Project,1/N,12/15/2021 15:39,The project for which the as-is architecture is defined.,6/26/2024 12:59,Project,ProjectArch,Project Architecture Connection,Project
The project for which the business case was created.,Owning Project,1/N,12/15/2021 15:39,The project for which the business case was created.,6/26/2024 12:59,OWNER,BusinessCase,Business Case,Project
The project for which the demand has been created.,Output of Project,1/N,12/15/2021 15:39,The project for which the demand has been created.,6/26/2024 12:59,OutputOfProject,Demand,Demand,Project
The project for which the diagram was created.,Master Object,1/N,12/15/2021 15:39,The project for which the diagram was created.,6/26/2024 12:59,MASTEROBJECT,AsIsArchitectureDiagram,As-Is Architecture Diagram,Project
The project group or bucket for which the project is ranked.,Project Group/Bucket,1/N,12/15/2021 15:39,The project group or bucket for which the project is ranked.,6/26/2024 12:59,Group,ProjectRank,Project Portfolio Rank,ProjectGroup
The project group or bucket for which the project is ranked.,Project Group/Bucket,1/N,12/15/2021 15:39,The project group or bucket for which the project is ranked.,6/26/2024 12:59,Group,ProjectRank,Project Portfolio Rank,Bucket
The project groups that the project is assigned to.,Project Groups,N/N,12/15/2021 15:39,The project groups that the project is assigned to.,6/26/2024 12:59,ProjectGroups,Project,Project,ProjectGroup
The project in which the solution application was created.,Project,1/N,12/15/2021 15:39,The project in which the solution application was created.,6/26/2024 12:59,Project,SolutionApplication,Solution Application,Project
The project in which the solution business data was created.,Project,1/N,12/15/2021 15:39,The project in which the solution business data was created.,6/26/2024 12:59,Project,SolutionBusinessData,Solution Business Data,Project
The project in which the solution business service was created.,Project,1/N,12/15/2021 15:39,The project in which the solution business service was created.,6/26/2024 12:59,Project,SolutionBusinessService,Solution Business Service,Project
The project in which the solution component was created.,Project,1/N,12/15/2021 15:39,The project in which the solution component was created.,6/26/2024 12:59,Project,SolutionComponent,Solution Component,Project
The project in which the solution device was created.,Project,1/N,12/15/2021 15:39,The project in which the solution device was created.,6/26/2024 12:59,Project,SolutionDevice,Solution Device,Project
The project in which the solution functional domain was created.,Project,1/N,12/15/2021 15:39,The project in which the solution functional domain was created.,6/26/2024 12:59,Project,SolutionFunctionalModule,Solution Functional Module,Project
The project in which the solution information flow was created.,Project,1/N,12/15/2021 15:39,The project in which the solution information flow was created.,6/26/2024 12:59,Project,SolutionInformationFlow,Solution Information Flow,Project
The project in which the solution local component was created.,Project,1/N,12/15/2021 15:39,The project in which the solution local component was created.,6/26/2024 12:59,Project,SolutionLocalComponent,Solution Local Component,Project
The project in which the solution peripheral was created.,Project,1/N,12/15/2021 15:39,The project in which the solution peripheral was created.,6/26/2024 12:59,Project,SolutionPeripheral,Solution Peripheral,Project
The project in which the solution platform element was created.,Project,1/N,12/15/2021 15:39,The project in which the solution platform element was created.,6/26/2024 12:59,Project,SolutionPlatformElement,Solution Platform Element,Project
The project in which the solution platform information flow was created.,Project,1/N,12/15/2021 15:39,The project in which the solution platform information flow was created.,6/26/2024 12:59,Project,SolutionPlatformInformationFlow,Solution Platform Information Flow,Project
The project in which the solution platform was created.,Project,1/N,12/15/2021 15:39,The project in which the solution platform was created.,6/26/2024 12:59,Project,SolutionPlatform,Solution Platform,Project
The project in which the solution standard platform was created.,Project,1/N,12/15/2021 15:39,The project in which the solution standard platform was created.,6/26/2024 12:59,Project,SolutionStandardPlatform,Solution Standard Platform,Project
The project in which the solution technical service operation was created.,Project,1/N,12/15/2021 15:39,The project in which the solution technical service operation was created.,6/26/2024 12:59,Project,SolutionServiceOperation,Solution Technical Service Operation,Project
The project in which the solution technical service was created.,Project,1/N,12/15/2021 15:39,The project in which the solution technical service was created.,6/26/2024 12:59,Project,SolutionService,Solution Technical Service,Project
The project referenced by the milestone.,Project,1/N,12/15/2021 15:39,The project referenced by the milestone.,6/26/2024 12:59,Object,AdHocMilestone,Ad-Hoc Milestone,EnterpriseRelease
The project referenced by the milestone.,Project,1/N,12/15/2021 15:39,The project referenced by the milestone.,6/26/2024 12:59,Object,Milestone,Milestone,Project
The project referenced by the milestone.,Project,1/N,12/15/2021 15:39,The project referenced by the milestone.,6/26/2024 12:59,Object,AdHocMilestone,Ad-Hoc Milestone,Project
The project referenced by the milestone.,Project,1/N,12/15/2021 15:39,The project referenced by the milestone.,6/26/2024 12:59,Object,Milestone,Milestone,EnterpriseRelease
The project referenced by the project deliverable.,Project,1/N,12/15/2021 15:39,The project referenced by the project deliverable.,6/26/2024 12:59,Project,ProjectDeliverable,Project Deliverable,Project
The project template that the skill request is assigned to. Project templates are configured in EA_MM in the Reference Data functionality.,Project Template,1/N,12/15/2021 15:39,The project template that the skill request is assigned to. Project templates are configured in EA_MM in the Reference Data functionality.,6/26/2024 12:59,Template,SkillRequest,Skill Request,ProjectTemplate
The project that has caused the demand to be created.,Creating Project,1/N,12/15/2021 15:39,The project that triggered this demand to be created.,6/26/2024 12:59,ProjectCreator,Demand,Demand,Project
The project that the demand is assigned to.,Assigned to Project,1/N,12/15/2021 15:39,The project that the demand is assigned to.,6/26/2024 12:59,AssignedToProject,Demand,Demand,Project
The project that the migration is defined for.,Owning Project,1/N,12/15/2021 15:39,The project that the migration is defined for.,6/26/2024 12:59,OWNER,Migration,Migration,Project
The project that the object comment is associated with.,Object,1/N,12/15/2021 15:39,The project that the object comment is associated with.,6/26/2024 12:59,Object,ObjectComments,Object Comments,Project
The project that the project baseline is based on. This is only relevant for a project with ProjectType=Baseline.,Project Baseline Owner,1/N,12/15/2021 15:39,The project that the project baseline is based on. This is only relevant for a project with ProjectType=Baseline.,6/26/2024 12:59,BaselineOwner,Project,Project,Project
The project that the project dependency relationship originates with.,Project,1/N,12/15/2021 15:39,The project that the project dependency relationship originates with.,6/26/2024 12:59,From,ProjectDependency,Project Dependency,Project
The project that the project dependency relationship targets.,Dependent Project,1/N,12/15/2021 15:39,The project that the project dependency relationship targets.,6/26/2024 12:59,To,ProjectDependency,Project Dependency,Project
The project that the project scenario is based on. This is only relevant for a project with ProjectType=Scenario.,Scenario Owner,1/N,12/15/2021 15:39,The project that the project scenario is based on.,6/26/2024 12:59,ScenarioOwner,Project,Project,Project
The project that the ranking references.,Project,1/N,12/15/2021 15:39,The project that the ranking references.,6/26/2024 12:59,Project,ProjectRank,Project Portfolio Rank,Project
